experiment,nominal_chamber_degC,position,n,initial_temperature_mean_degC,initial_temperature_sd_degC,temperature_5h_mean_degC,temperature_5h_sd_degC,temperature_16h_mean_degC,temperature_16h_sd_degC,post_handling_max_temperature_mean_degC,post_handling_max_temperature_sd_degC,late_mean_temperature_mean_degC,late_mean_temperature_sd_degC
main,19,Bottom,2,25.35,0.3535533905932738,15.05,3.4648232278140836,17.85,0.2121320343559635,23.65,0.21213203435596603,22.836000000000002,0.2998132752230958
main,19,Top,3,25.266666666666666,1.2013880860626744,12.966666666666667,0.15275252316519414,18.233333333333334,0.808290376865475,24.833333333333332,0.20816659994661177,23.50266666666667,0.2069331615119565
main,50,Bottom,3,28.766666666666666,6.600252520421724,12.766666666666666,0.5033222956847168,16.333333333333332,0.7505553499465132,26.566666666666666,0.11547005383792475,26.081333333333333,0.2268509055157879
main,50,Top,3,28.166666666666668,4.657610259922285,21.400000000000002,2.2516660498395398,19.733333333333334,1.159022576714247,34.833333333333336,0.4163331998932252,34.18,0.36239205289299453
